first_name,middle_initial,last_name,animal,material,country
Eleanore,C,Schimpke,Red lava crab,Rubber,Philippines
Quill,D,Silver,Sally lightfoot crab,Plastic,Portugal
Alexandrina,Z,Corey,"Wallaby, tammar",Stone,Bosnia and Herzegovina
Margaretha,L,Espinoy,Turtle (unidentified),Stone,Indonesia
Deni,N,Dougill,"Weaver, chestnut",Brass,Belarus
Karlik,H,Folbige,Nilgai,Wood,Zimbabwe
Christophe,C,Foord,Groundhog,Plexiglass,Chile
Glenna,E,Fullwood,Ostrich,Granite,Indonesia
Jan,K,Patman,"Squirrel, arctic ground",Wood,Russia
Lemuel,U,Daughtery,Sloth bear,Wood,Ukraine
Keven,K,Bedminster,Scarlet macaw,Granite,Indonesia
Mikel,C,Aberdeen,"Otter, brazilian",Wood,Philippines
Elvira,M,Maleham,Leopard,Wood,Finland
Lisa,Z,Beeden,Fisher,Glass,Sweden
Emmalynn,G,Eveleigh,Southern right whale,Wood,Indonesia
Cacilie,B,Boatman,"Rat, arboral spiny",Plexiglass,United States
Erik,O,Yanele,Long-billed corella,Plastic,China
Dionis,U,Swinnard,"Heron, boat-billed",Brass,Indonesia
Kylila,K,Zanre,"Cormorant, javanese",Brass,United States
Corabel,X,Bywater,Stanley crane,Brass,Portugal
Silva,J,Esposita,"Opossum, american virginia",Steel,Indonesia
Adey,H,Mottershaw,Thomson's gazelle,Stone,Pakistan
Juliana,Z,Revelle,Southern boubou,Vinyl,Indonesia
Gray,I,De Cruce,"Constrictor, eastern boa",Steel,China
Sidoney,H,Charley,Olive baboon,Vinyl,Portugal
Hobart,N,Crellim,"Crab, sally lightfoot",Glass,China
Boone,D,Sheehan,Agile wallaby,Plastic,Canada
Jacques,S,Lukes,"Crow, american",Rubber,Portugal
Cole,Z,Firmin,Sarus crane,Rubber,Colombia
Albrecht,X,O'Heagertie,"Macaw, red and blue",Aluminum,Cuba
Dill,O,Maffini,Magellanic penguin,Granite,China
Adelina,I,Genney,"Mongoose, yellow",Plastic,Philippines
Bern,R,Berthelet,Roseat flamingo,Steel,Portugal
Damien,G,Aspell,Woolly-necked stork,Plexiglass,Russia
Shauna,U,Caush,"Gecko, barking",Aluminum,Ecuador
Kellen,K,Dyde,"Goose, greylag",Plastic,China
Leeanne,E,Pepis,Common langur,Vinyl,China
Lowe,E,Borwick,Hottentot teal,Rubber,Brazil
Koenraad,V,Pracy,Civet cat,Stone,Mexico
Neddy,I,Kleinert,"Gazelle, thomson's",Wood,China
Sibley,J,Pigdon,African wild cat,Aluminum,Russia
Arlee,S,Gadault,Pied crow,Granite,China
Putnem,Y,Yeandel,Lapwing (unidentified),Granite,Indonesia
Lars,M,Robbie,Egyptian vulture,Aluminum,Indonesia
Gabbi,N,Rachuig,"Otter, african clawless",Wood,Argentina
Ashli,E,Braidon,"Fox, pampa gray",Granite,Indonesia
Gus,A,Comiam,"Gull, pacific",Plexiglass,Honduras
Ham,X,Ambridge,"Lemur, sportive",Plastic,Indonesia
Ilaire,T,Vost,"Bustard, denham's",Plexiglass,Indonesia
Chiquita,P,Waddingham,Great egret,Plastic,Philippines
Kermit,Q,MacCurley,Malleefowl,Plastic,United States
Marrissa,R,Fletham,Red-cheeked cordon bleu,Vinyl,United States
Donnell,H,Desantis,Magistrate black colobus,Steel,Canada
Shawnee,J,Cumbes,"Eagle, long-crested hawk",Glass,Poland
Linell,H,Jersh,"Jackal, indian",Rubber,Philippines
Stephi,P,Oats,White stork,Plexiglass,China
Esther,K,Domnick,Sloth bear,Steel,Philippines
Ernaline,C,Fitton,"Cobra, cape",Glass,China
Selle,K,Yokelman,"Heron, yellow-crowned night",Rubber,Indonesia
Ambros,D,Collisson,"Gecko, bent-toed",Plexiglass,Myanmar
Brigitte,P,Swiffin,"Waterbuck, defassa",Wood,Russia
Keely,I,Spafford,Frog (unidentified),Granite,China
Bennie,C,Vannet,Kongoni,Wood,Republic of the Congo
Julieta,Y,Walkey,"Tern, arctic",Plastic,China
Dene,Y,Oleszcuk,American woodcock,Wood,Russia
Johnathon,O,Aleksandrikin,Eurasian beaver,Glass,Indonesia
Addia,S,Gounot,"Macaque, japanese",Plastic,Gambia
Heda,R,Mulrenan,Grey-footed squirrel,Stone,Mexico
Zacherie,P,Olwen,Stick insect,Steel,Indonesia
Pieter,N,Burchett,Ring-tailed lemur,Wood,Russia
Mano,S,Shenfisch,Tokay gecko,Glass,Yemen
Libbey,I,Degenhardt,Ground monitor (unidentified),Brass,Indonesia
Alyson,X,Bemlott,Smith's bush squirrel,Plastic,United States
Minor,F,Beauchop,"Polecat, african",Brass,Uganda
Boigie,L,Flageul,"Creeper, black-tailed tree",Vinyl,Indonesia
Leoine,X,Louisot,Eastern box turtle,Stone,Japan
Dell,A,Steggals,"Vulture, oriental white-backed",Rubber,China
Alleen,T,Newens,"Hen, sage",Glass,Indonesia
Alleyn,C,Cockley,Bat-eared fox,Wood,Vietnam
Hussein,R,Molesworth,Huron,Plastic,Ukraine
Barron,F,Ludwikiewicz,Galapagos hawk,Vinyl,Marshall Islands
Ericha,O,Tilney,"Hawk, galapagos",Glass,Croatia
Cory,H,Wakerley,Hottentot teal,Glass,Poland
Bastian,L,Bengough,"Wildebeest, blue",Plastic,Greece
Laurice,O,Ludy,Black-tailed prairie dog,Rubber,Indonesia
Cord,A,Runacres,Margay,Rubber,Peru
Ximenes,K,Moline,"Tortoise, radiated",Aluminum,Dominican Republic
Isaiah,N,Lobell,Horned rattlesnake,Steel,China
Valry,U,Bruggen,Rhesus monkey,Glass,United States
Aaron,U,Emms,"Otter, canadian river",Stone,Syria
Alanah,M,Baston,"Waxbill, black-cheeked",Steel,Nigeria
Aurea,U,Harradence,"Lion, southern sea",Plastic,South Korea
Cora,U,Handrik,Jaguar,Wood,Madagascar
Gardy,D,Goodluck,Brush-tailed bettong,Granite,China
Madelle,F,Kix,"Bird, secretary",Glass,Vietnam
Nevile,I,Gracewood,Rock dove,Plastic,Japan
Dyna,T,Pietzke,"Roadrunner, greater",Plastic,China
Tripp,I,Brabbs,Frilled dragon,Rubber,Armenia
Callie,M,Larne,"Zebra, plains",Steel,Russia
Kathryn,A,Pearne,South American puma,Stone,Bolivia
Pembroke,W,Applegate,Scarlet macaw,Rubber,Azerbaijan
Sterling,T,Kleynermans,"Constrictor, eastern boa",Aluminum,North Korea
Lev,B,Abrahamsohn,"Bat, asian false vampire",Aluminum,China
Ricardo,F,Snelgrove,"Pademelon, red-legged",Brass,Brazil
Carmelle,D,Armitt,"Squirrel, african bush",Steel,Nigeria
Jillane,M,Bouchier,"Civet, small-toothed palm",Plexiglass,Mongolia
Mildred,X,Brotheridge,"Monitor, two-banded",Aluminum,China
Rica,I,Jacquemet,African pied wagtail,Wood,Poland
Vassili,A,Renad,North American river otter,Wood,Honduras
Matti,W,Baselio,White-throated monitor,Brass,Indonesia
Niven,U,Ruck,Horned rattlesnake,Wood,Philippines
Noby,R,Hartin,"Goose, andean",Vinyl,Czech Republic
Gussie,R,Sich,Polar bear,Granite,France
Hyacinthe,D,Arkley,Yellow-bellied marmot,Rubber,China
Morissa,Z,Philcock,European stork,Plastic,Thailand
Beaufort,Z,Pobjoy,"Armadillo, common long-nosed",Granite,Indonesia
Sonni,J,Daber,Small-toothed palm civet,Wood,Malaysia
Fiona,Y,Linck,"Hyena, spotted",Steel,Poland
Darcy,Z,Mc Menamin,Red-tailed cockatoo,Glass,Madagascar
Karoly,M,Fforde,Rainbow lory,Plastic,Colombia
Donetta,Q,Winnard,"Eland, common",Wood,Macedonia
Brina,O,Sarra,Asian openbill,Granite,Sweden
Colene,H,Stower,"Otter, north american river",Vinyl,France
Frants,T,McLernon,Hyrax,Brass,Croatia
Leonie,Q,Waddy,Water monitor,Rubber,China
Pepita,R,Trethowan,"Roadrunner, greater",Rubber,Argentina
Ursulina,Y,Joannet,Capybara,Steel,Philippines
Ethelin,N,Amesbury,Black kite,Wood,Jordan
Duffie,J,Dyson,Potoroo,Wood,Pakistan
Bale,V,Matthews,"Crow, house",Vinyl,Greece
Jacquelin,M,Haton,Common duiker,Granite,Japan
Ange,F,Falconer-Taylor,Green-backed heron,Plastic,Costa Rica
Perl,F,Alner,Madagascar hawk owl,Glass,Laos
Harwell,W,Challender,"Lion, california sea",Aluminum,Cyprus
Kristoffer,J,Twoohy,"Armadillo, common long-nosed",Aluminum,Sweden
Ruby,K,Janes,"Goose, spur-winged",Glass,Palestinian Territory
Millicent,E,Flipek,Kaffir cat,Brass,Portugal
Atlante,V,Swatten,"Rabbit, eastern cottontail",Glass,Finland
Randolph,N,Louw,Silver gull,Steel,Colombia
Jorie,P,Ellingham,Arctic ground squirrel,Rubber,Russia
Sonnie,N,Braithwaite,"Civet, common palm",Glass,France
Bart,I,Colwell,"Ibis, glossy",Glass,Ukraine
Cecilla,T,Streetley,Four-horned antelope,Wood,Kenya
Antone,G,Rustadge,Marine iguana,Vinyl,Malaysia
Maureen,F,Braunston,"Bulbul, african red-eyed",Plastic,Poland
Igor,A,Tuddenham,"Owl, white-browed",Granite,United States
Creight,E,Veitch,White-winged tern,Stone,Canada
Karlik,A,Duley,"Boar, wild",Plexiglass,China
Merissa,A,Bohike,Little heron,Brass,Portugal
Jedd,B,Rannigan,Ring dove,Plexiglass,France
Marla,M,Schohier,"Eagle, bald",Aluminum,Thailand
Bernette,Q,Chaudhry,Curve-billed thrasher,Brass,Tanzania
Jeralee,K,Clyant,Springbok,Rubber,Indonesia
Deedee,T,Staff,"Rat, arboral spiny",Granite,Argentina
Cherish,P,Sayton,Wild water buffalo,Vinyl,United States
Thibaud,X,Brolly,"Bear, polar",Glass,Thailand
Dionisio,Y,Husset,"Kingfisher, malachite",Brass,Brazil
Lise,E,Gregon,Coyote,Aluminum,China
Mora,F,Naris,Moose,Brass,France
Dominick,L,Sweeten,Malleefowl,Plexiglass,Burkina Faso
Muriel,G,De la Yglesia,Savannah deer (unidentified),Rubber,Greece
Ronni,S,Pargetter,African buffalo,Glass,Morocco
Lockwood,B,Kisbee,Scottish highland cow,Stone,Belize
Moyna,H,Schustl,"Lynx, african",Wood,Portugal
Kelci,O,Bane,"Phalarope, red-necked",Vinyl,Zimbabwe
Flory,Y,Corthes,"Bat, little brown",Plastic,Nigeria
Butch,S,Trangmar,"Crane, stanley",Granite,France
Jasun,F,Toolan,Canadian tiger swallowtail butterfly,Brass,Honduras
Faunie,E,Zanioletti,"Lemming, arctic",Brass,Peru
Jeffry,P,Roget,"Sifaka, verreaux's",Vinyl,Greece
Gualterio,J,Daughton,"Dove, laughing",Granite,Honduras
Fredia,R,Musselwhite,"Dog, bush",Plexiglass,Sweden
Luise,Q,Franzewitch,"Seal, common",Wood,Brazil
Anne,W,Aylesbury,Giant armadillo,Stone,Sweden
Rancell,X,Breckenridge,"Bustard, denham's",Plexiglass,China
Devlen,S,Barley,"Glider, squirrel",Vinyl,Azerbaijan
Owen,F,Knappett,Radiated tortoise,Vinyl,China
Gilligan,P,Gadesby,Racer snake,Stone,Syria
Jorry,I,Redler,"Fox, pampa gray",Steel,Poland
Dori,R,Piaggia,Bushpig,Vinyl,Honduras
Allix,T,Kealey,African buffalo,Plexiglass,Russia
Paule,K,Steen,Red deer,Glass,Portugal
Pietra,V,Gilbert,Woodrat (unidentified),Rubber,Russia
Edsel,I,Terrans,Blue-breasted cordon bleu,Vinyl,Dominican Republic
Drucie,U,Benditt,Blue-breasted cordon bleu,Granite,Canada
Anson,W,Epelett,"Peccary, white-lipped",Glass,Chile
Gaylene,I,Gorey,Azara's zorro,Plexiglass,Russia
Cosetta,T,Lashmore,"Oryx, fringe-eared",Granite,Ethiopia
Sarette,S,Howler,African elephant,Wood,Philippines
Deana,P,Hollibone,"Screamer, southern",Stone,Puerto Rico
Ottilie,Y,Stollard,Short-nosed bandicoot,Rubber,Philippines
Archaimbaud,H,Sainsbury-Brown,"Seal, southern elephant",Vinyl,Russia
Bink,I,Purver,Levaillant's barbet,Granite,Guatemala
Loretta,I,Francescoccio,"Wildebeest, blue",Aluminum,Malaysia
Waylon,Q,Plank,Four-spotted skimmer,Stone,Brazil
Olivero,F,Chalk,Kinkajou,Glass,Indonesia
Galven,O,Scurrer,Common zebra,Brass,Indonesia
Gwenneth,E,MacLardie,Egyptian vulture,Vinyl,China
Archy,Z,Teager,"Bat, little brown",Brass,Indonesia
Cosme,G,Henmarsh,"Cat, tiger",Plexiglass,Bolivia
Jule,E,Redmond,"Otter, oriental short-clawed",Vinyl,Djibouti
Lilla,R,Lintall,Ibex,Vinyl,Indonesia
Alessandro,A,Andrus,"Heron, gray",Plastic,Bolivia
Andrej,F,Ovize,"Lizard, goanna",Stone,Argentina
Mordy,D,Blase,"Falcon, peregrine",Aluminum,Nigeria
Dacy,O,De Miranda,"Squirrel, african bush",Brass,Indonesia
Aubrie,Z,Nassey,Snowy sheathbill,Stone,Russia
Ray,U,Watkiss,Downy woodpecker,Rubber,China
Gaile,N,Sweetsur,Egyptian viper,Granite,Ukraine
Gertruda,S,Boissier,Boat-billed heron,Wood,China
Talbot,V,Corss,Chacma baboon,Rubber,Czech Republic
Cristen,P,Napleton,"Gecko, bent-toed",Stone,Russia
Fitz,S,Meenehan,Giraffe,Stone,Indonesia
Shanon,G,Rangall,Spectacled caiman,Rubber,Brazil
Noreen,L,Luciani,"Capuchin, black-capped",Granite,Venezuela
Brody,R,Thumnel,Paca,Granite,Guatemala
Beilul,O,Bernard,Pied crow,Plastic,France
Gregory,V,Aurelius,Bohor reedbuck,Steel,China
Basil,X,Prise,Cape wild cat,Plexiglass,Kiribati
Ilene,F,Ruffy,"Snake, green vine",Aluminum,Malaysia
Manon,B,Constable,"Trotter, lily",Steel,Armenia
Zorine,A,Giacometti,Long-nosed bandicoot,Glass,Poland
Ansell,K,Tring,"Lion, african",Vinyl,Greece
Manuel,E,Abyss,Common duiker,Plexiglass,Poland
Aldus,Q,Creyke,"Coot, red-knobbed",Brass,Tunisia
Luciano,P,Armstrong,North American river otter,Aluminum,Brazil
Vernen,F,Manuele,"Spoonbill, white",Plexiglass,Spain
Elfrida,H,Stegers,Long-nosed bandicoot,Wood,Czech Republic
Wilden,V,Kretchmer,"Legaan, water",Glass,China
Patricio,S,Gault,"Tinamou, elegant crested",Stone,Palestinian Territory
Iver,O,Mandal,Topi,Aluminum,Italy
Lonnie,K,Limer,"Monitor, white-throated",Plexiglass,Portugal
Lissa,L,Weatherhead,Smith's bush squirrel,Steel,Pakistan
Genna,D,Twopenny,"Bustard, stanley",Wood,Indonesia
Claretta,Q,Stallworthy,Mandras tree shrew,Stone,United States
Miner,N,Veness,"Opossum, american virginia",Aluminum,Canada
Yolanthe,P,Croose,"Quail, gambel's",Vinyl,China
Banky,S,Elesander,Ovenbird,Plastic,Philippines
Allis,Y,Tourville,Hanuman langur,Granite,China
Britney,R,Goodlife,"Parakeet, rose-ringed",Brass,Cuba
Powell,T,Carme,California sea lion,Wood,Russia
Ken,Z,Rudland,"Crocodile, nile",Steel,Indonesia
Clary,F,Bakes,"Stork, openbill",Rubber,Poland
Flss,N,Gatchel,"Tern, white-winged",Glass,France
Oralia,F,Brosenius,Springbuck,Vinyl,Russia
Christiane,C,Loache,"Toucan, red-billed",Glass,Indonesia
Teodorico,W,Kenderdine,Levaillant's barbet,Vinyl,Germany
Estelle,B,Quibell,"Antelope, sable",Wood,Ireland
Rosaleen,D,Le Fevre,Bahama pintail,Steel,China
Miller,B,Stollberger,"Squirrel, indian giant",Granite,Brazil
Darrelle,P,Swire,Dark-winged trumpeter,Brass,Argentina
Nat,A,Willas,"Duck, comb",Vinyl,Thailand
Domenic,T,Dawson,"Owl, australian masked",Rubber,Indonesia
Ruperto,U,Springell,"Porcupine, north american",Steel,Thailand
Andrey,D,Wilkerson,Guerza,Wood,China
Rick,C,McGillivrie,"Crab, red lava",Vinyl,Mexico
Filide,V,Miquelet,"Python, carpet",Glass,Japan
Johnath,Z,McAreavey,Mocking cliffchat,Stone,Palestinian Territory
Eilis,A,Crix,"Boa, mexican",Glass,Portugal
Randi,X,Gillman,Four-striped grass mouse,Stone,Poland
Ansley,W,Capron,"Boar, wild",Rubber,France
Robinetta,H,Fowls,White-headed vulture,Stone,Sweden
Hugh,X,Beartup,Steenbuck,Steel,Czech Republic
Francene,D,Suttill,"Squirrel, eastern fox",Rubber,Indonesia
Orlando,K,Thomson,Madagascar fruit bat,Plastic,Sri Lanka
Susie,U,Dmitr,Red-billed toucan,Wood,Denmark
Kip,C,Richardson,Indian mynah,Brass,Mexico
Elihu,P,Toffano,Brazilian otter,Granite,Indonesia
Beverley,C,Mundall,"Grenadier, purple",Rubber,Philippines
Flossie,A,Stockle,"Elephant, african",Glass,Philippines
Shelia,F,Hunston,"Wallaby, bennett's",Brass,China
Leon,Q,Vitte,"Cormorant, little",Glass,Canada
Saree,K,Sixsmith,"Squirrel, thirteen-lined",Wood,China
Tiffanie,U,Auchterlony,"Kookaburra, laughing",Plexiglass,Indonesia
Roldan,S,Tedder,"Stork, white-necked",Wood,Indonesia
Bernhard,G,Perry,Crested porcupine,Vinyl,Russia
Duane,W,Loton,"Porcupine, african",Stone,Portugal
Kimberly,I,Dunsford,Killer whale,Brass,Malaysia
Karoly,F,Skellern,Stanley crane,Vinyl,Japan
Maryellen,O,Miller,Long-finned pilot whale,Plastic,Sri Lanka
Ulric,J,Sugge,Hummingbird (unidentified),Steel,Nigeria
Roddy,Q,Drayson,Bonnet macaque,Wood,France
Bertrand,T,Corkhill,Cape fox,Aluminum,Philippines
Gan,T,Earwaker,"Starling, greater blue-eared",Plexiglass,Philippines
Amelia,I,Mancer,"Langur, common",Plastic,Indonesia
Brittne,D,Gowland,"Dolphin, striped",Vinyl,Sweden
Sibyl,D,Cotty,Golden brush-tailed possum,Rubber,Pakistan
Darrelle,N,Boydon,Goliath heron,Brass,China
Gayle,O,Powley,"Squirrel, thirteen-lined",Plastic,Portugal
Sonya,G,Maxstead,"Bear, black",Brass,Poland
Jewel,G,Gardiner,"Phalarope, northern",Wood,Japan
Talya,R,Becke,Dusky rattlesnake,Glass,China
Goober,K,Karolyi,Common wombat,Stone,China
Dud,M,Boyn,"Monkey, vervet",Plastic,China
Emlen,X,Fogt,"Fox, pampa gray",Aluminum,Brazil
Bernie,E,Faire,Yellow-billed hornbill,Vinyl,Greece
Mindy,Q,Kaas,"Fowl, helmeted guinea",Brass,Ukraine
Thorin,L,Covelle,Southern boubou,Rubber,Indonesia
Constancia,X,Copp,Mouflon,Glass,China
Malachi,D,Burdis,Grizzly bear,Rubber,Brunei
Crissy,X,Maber,Small Indian mongoose,Plexiglass,Indonesia
Amalea,I,Charopen,Red-cheeked cordon bleu,Plastic,Poland
Tobit,P,Penna,"Goose, egyptian",Stone,Indonesia
Caryn,N,Laxen,Brolga crane,Glass,Benin
Marchall,J,Kinch,"Sloth, pale-throated three-toed",Brass,China
Christoforo,P,Rushe,"Tortoise, radiated",Stone,Philippines
Lian,S,Totterdell,Thirteen-lined squirrel,Vinyl,Russia
Alphard,B,Blinkhorn,Lesser double-collared sunbird,Stone,China
Dolley,L,Redgrove,"Sheathbill, snowy",Steel,Ukraine
Belvia,U,Darkott,"Gecko, ring-tailed",Rubber,Armenia
Osbourn,H,Rignoldes,Swallow-tail gull,Plastic,China
Saba,P,Vedishchev,Gray langur,Aluminum,Zimbabwe
Dedie,F,Whitehorn,Black and white colobus,Glass,Philippines
Clay,B,Huntriss,"Legaan, water",Glass,Indonesia
Sheelah,N,Aliman,Egyptian viper,Vinyl,Poland
Steward,M,Dunphie,Fringe-eared oryx,Glass,Comoros
Cindy,Q,Coey,Red-winged blackbird,Granite,China
Olly,H,Skelhorn,"Squirrel, pine",Glass,Sweden
Stacee,V,Axup,Moose,Glass,Ukraine
Stella,B,Aumerle,Pale white-eye,Rubber,China
Eden,G,Ledingham,Wood pigeon,Rubber,United States
Raff,C,Judron,"Racer, american",Plexiglass,Czech Republic
Shauna,D,Stileman,"Dragon, komodo",Plastic,Philippines
Elle,H,Wethered,"Flycatcher, tyrant",Rubber,China
Adan,W,Leathart,Black-capped capuchin,Vinyl,Argentina
Wainwright,T,Gonnel,Red-tailed hawk,Stone,Indonesia
Jermain,Q,Housen,Sugar glider,Plastic,Yemen
Baxie,D,Postlewhite,Australian brush turkey,Glass,Poland
Gaston,H,Worsfold,Long-tailed spotted cat,Vinyl,Iraq
Lyle,J,Danelut,Long-tailed skua,Granite,Portugal
Tam,K,Beadnell,"Stork, black-necked",Plastic,Peru
Michael,O,Elgar,"Legaan, Monitor (unidentified)",Granite,Indonesia
Clarita,T,Ply,"Robin, white-throated",Stone,Argentina
Ashlen,L,Bruineman,Orca,Wood,Slovenia
Jerry,D,Gallemore,"Fox, grey",Brass,Argentina
Fredra,A,Dachs,"Vulture, egyptian",Steel,China
Aubree,Q,McGuffog,"Quoll, eastern",Plexiglass,China
Gilbertine,W,Lutwidge,"Possum, western pygmy",Stone,Estonia
Karlene,A,Poff,"Gecko, bent-toed",Steel,France
Silvain,U,Di Pietro,"Whale, baleen",Rubber,Kenya
Geri,Y,Kewish,Gila monster,Aluminum,Sweden
Marthena,B,Carleton,"Quoll, eastern",Glass,China
Gavin,U,Dmych,Green heron,Glass,China
Hastings,K,Roberts,Ocelot,Stone,Tuvalu
Kristos,M,Klosges,"Rhea, greater",Vinyl,China
Marieann,E,Bartholin,"Hornbill, leadbeateri's ground",Plexiglass,France
Pavlov,T,McArdell,"Quoll, spotted-tailed",Granite,Indonesia
Verla,X,Dorot,Canadian tiger swallowtail butterfly,Steel,Indonesia
Nanni,N,Pryce,Springhare,Granite,Poland
Corena,N,Mateescu,"Tortoise, burmese brown mountain",Brass,Sweden
Kit,P,Doget,Buttermilk snake,Steel,China
Elmore,N,Tabor,"Bulbul, african red-eyed",Plexiglass,Portugal
Rustie,C,Dubble,Common green iguana,Stone,Canada
Zachariah,Q,Maltster,"Wolf, mexican",Granite,China
Chen,Y,Wootton,Chestnut weaver,Plastic,China
Viviana,X,Shirlaw,Lizard (unidentified),Plexiglass,Indonesia
Lockwood,Y,Lynthal,Indian peacock,Brass,Philippines
Barr,R,Poor,Nilgai,Stone,Bosnia and Herzegovina
Benny,W,Sorby,Black-footed ferret,Wood,Poland
Cathie,X,Dahlman,Grey heron,Glass,Philippines
Laurie,J,Climo,Saddle-billed stork,Steel,French Polynesia
Brantley,A,Tschierse,Black-footed ferret,Rubber,Philippines
Betti,R,Guidone,"Cat, african wild",Aluminum,China
Ingeberg,I,Pristnor,"Cormorant, flightless",Vinyl,Thailand
Lucien,W,Cordelle,"Wombat, southern hairy-nosed",Plexiglass,Philippines
Rockey,S,Duchateau,"Goose, spur-winged",Plastic,China
Emmaline,S,Glanville,"Lemur, lesser mouse",Vinyl,China
Ewan,Y,Garvie,"Wallaroo, common",Granite,Russia
Dud,F,Friskey,"Squirrel, eastern fox",Granite,Ecuador
Brennen,Z,Lukins,"Dragon, frilled",Vinyl,Indonesia
Svend,S,MacCallister,Helmeted guinea fowl,Granite,Czech Republic
Birch,R,Swainson,Grey-footed squirrel,Rubber,Norway
Terrel,O,Comport,"Heron, boat-billed",Aluminum,Paraguay
Alvera,Q,Ragate,Canadian tiger swallowtail butterfly,Brass,Croatia
Kara,L,Schubuser,European red squirrel,Glass,Mauritius
Corabella,E,Phillput,Salmon pink bird eater tarantula,Wood,Indonesia
Melvyn,X,Gudd,Miner's cat,Aluminum,United States
Jessie,Z,Shears,Kalahari scrub robin,Plastic,Poland
Kathrine,E,Hamby,"Stork, saddle-billed",Brass,Indonesia
Robb,O,Benian,Long-tailed skua,Steel,Thailand
Orazio,T,Heinish,"Cormorant, large",Vinyl,Argentina
Talbot,V,Woffinden,"Heron, yellow-crowned night",Steel,Philippines
Fiann,J,McTrustey,"Heron, yellow-crowned night",Granite,Vietnam
Emilia,T,Arkin,"Shrike, common boubou",Plexiglass,China
Marwin,X,MacDermot,Egyptian cobra,Plastic,Sweden
Drake,L,Gerhold,"Kangaroo, red",Rubber,Nigeria
Fawnia,U,Houchen,"Magpie, australian",Brass,United States
Giorgia,U,Spinas,Fisher,Glass,Canada
Tisha,L,Llorente,"Kangaroo, jungle",Aluminum,China
Tess,X,Dulson,"Booby, blue-faced",Plexiglass,China
Haleigh,E,Culleford,"Rat, desert kangaroo",Steel,Canada
Shirleen,V,Roset,"Cat, civet",Rubber,Philippines
Araldo,V,Boothroyd,"Waxbill, blue",Glass,France
Harald,W,Troni,"Cockatoo, slender-billed",Aluminum,Myanmar
Jeremie,Z,Strang,"Hartebeest, coke's",Plexiglass,Indonesia
Meredithe,H,Coxhell,European beaver,Steel,Qatar
Lynn,X,Brasher,Ostrich,Wood,Japan
Kelsey,T,Weepers,"Shrike, southern white-crowned",Vinyl,Nigeria
Melesa,P,Schapero,Nile crocodile,Brass,Thailand
Arther,M,Bohje,Pygmy possum,Brass,Philippines
Marlene,W,Lye,"Stork, painted",Rubber,Albania
Jacqueline,S,Blazewski,"Heron, gray",Aluminum,Peru
Georgetta,F,Mead,"Marmot, hoary",Stone,Argentina
Fern,C,Abriani,Brazilian tapir,Granite,Czech Republic
Sadye,L,Readwin,"Gull, pacific",Glass,China
Pegeen,L,Duckworth,"Dunnart, fat-tailed",Rubber,China
Bette,U,Minard,"Avocet, pied",Wood,Australia
Marina,H,Bewsey,Small-spotted genet,Steel,China
Zarla,D,Ilchuk,Red-cheeked cordon bleu,Glass,China
Rosemonde,W,Hirtz,Bird (unidentified),Plastic,Ireland
Blinny,K,Jonah,Little brown bat,Wood,Honduras
Ernst,C,Andrysek,"Pie, rufous tree",Plastic,China
Tracey,X,Zukierman,White-throated monitor,Glass,Indonesia
Shara,D,Eskrick,Ground legaan,Glass,Kazakhstan
Donna,A,Probert,"Mongoose, yellow",Wood,Indonesia
Karita,S,Meese,"Ass, asiatic wild",Steel,China
Engracia,C,Donaghie,Red-billed hornbill,Stone,Philippines
Cesya,I,Shimuk,Rhesus monkey,Stone,Indonesia
Dianne,U,Dorre,"Trotter, lily",Glass,Colombia
Ced,D,Lunt,"Vulture, king",Rubber,Madagascar
Felic,P,Frentz,Common brushtail possum,Stone,Jordan
Brietta,P,Quirke,"Grouse, sage",Stone,Czech Republic
Carson,W,Tithecott,Asian false vampire bat,Plexiglass,Indonesia
Emerson,D,Marques,Komodo dragon,Plastic,Poland
Erin,G,Newburn,African wild dog,Rubber,Democratic Republic of the Congo
Kitti,W,Balsillie,Euro wallaby,Wood,Croatia
Avrom,L,Ginger,Onager,Glass,Poland
Kaleena,S,Scrimshire,Clark's nutcracker,Plexiglass,Colombia
Gamaliel,U,Sicely,Ocelot,Rubber,Indonesia
Anett,D,Beiderbeck,Canadian river otter,Rubber,China
Bank,W,Argue,Roseate cockatoo,Vinyl,Brazil
Colin,K,Paternoster,Pronghorn,Plexiglass,Switzerland
